gene_id	transcript_id(s)	length	effective_length	expected_count	TPM	FPKM
ENSG00000259877	ENST00000570267	2443.00	2262.71	183.00	3.02	2.28
ENSG00000259878	ENST00000565136	564.00	383.74	0.00	0.00	0.00
ENSG00000259881	ENST00000562405,ENST00000562574,ENST00000565053,ENST00000569249	1058.25	877.99	0.00	0.00	0.00
ENSG00000259882	ENST00000566346	1422.00	1241.71	0.00	0.00	0.00
ENSG00000259883	ENST00000564168	771.00	590.72	0.00	0.00	0.00
ENSG00000259884	ENST00000564363,ENST00000564531	653.02	472.75	38.65	3.06	2.30
ENSG00000259886	ENST00000569962	2730.00	2549.71	119.00	1.75	1.31
ENSG00000259887	ENST00000562996	427.00	246.85	0.00	0.00	0.00
ENSG00000259888	ENST00000566108	293.00	115.04	0.00	0.00	0.00
ENSG00000259889	ENST00000567853	583.00	402.74	0.00	0.00	0.00
ENSG00000259890	ENST00000565767	508.00	327.76	0.00	0.00	0.00
ENSG00000259891	ENST00000564464	2231.00	2050.71	73.00	1.33	1.00
ENSG00000259892	ENST00000565286	951.00	770.71	1.00	0.05	0.04
ENSG00000259895	ENST00000563775	3264.00	3083.71	2.00	0.02	0.02
ENSG00000259897	ENST00000568299	832.00	651.71	3.00	0.17	0.13
ENSG00000259898	ENST00000564800	256.00	80.97	2.23	1.03	0.77
ENSG00000259899	ENST00000564505	698.00	517.72	0.00	0.00	0.00
ENSG00000259900	ENST00000564737,ENST00000570293	659.50	479.23	0.00	0.00	0.00
ENSG00000259904	ENST00000570019	1063.00	882.71	0.00	0.00	0.00
ENSG00000259905	ENST00000562244,ENST00000562501,ENST00000564898,ENST00000565241,ENST00000565295,ENST00000565512,ENST00000565893,ENST00000567647,ENST00000568019,ENST00000568045,ENST00000568609,ENST00000569908	724.00	543.84	0.00	0.00	0.00
ENSG00000259906	ENST00000563502,ENST00000567770	659.50	482.13	0.00	0.00	0.00
ENSG00000259907	ENST00000561794	651.00	470.73	0.00	0.00	0.00
ENSG00000259909	ENST00000569853	382.00	202.03	0.00	0.00	0.00
ENSG00000259910	ENST00000563593	476.00	295.78	0.00	0.00	0.00
ENSG00000259912	ENST00000565055	306.00	127.45	0.00	0.00	0.00
ENSG00000259914	ENST00000563342	702.00	521.72	0.00	0.00	0.00
ENSG00000259915	ENST00000564407	2204.00	2023.71	0.00	0.00	0.00
ENSG00000259916	ENST00000561882	1044.00	863.71	0.00	0.00	0.00
ENSG00000259917	ENST00000568980	1570.00	1389.71	71.03	1.91	1.44
ENSG00000259918	ENST00000567995	343.00	163.46	0.00	0.00	0.00
ENSG00000259920	ENST00000562524	2902.00	2721.71	0.00	0.00	0.00
ENSG00000259921	ENST00000563495	3910.00	3729.71	6.00	0.06	0.05
ENSG00000259922	ENST00000566704	1030.00	849.71	0.00	0.00	0.00
ENSG00000259923	ENST00000568608	244.00	70.49	0.00	0.00	0.00
ENSG00000259924	ENST00000567680	964.00	783.71	1.03	0.05	0.04
ENSG00000259925	ENST00000563613,ENST00000567369	1172.50	992.31	0.00	0.00	0.00
ENSG00000259926	ENST00000565073	706.00	525.72	0.00	0.00	0.00
ENSG00000259928	ENST00000563063	1520.00	1339.71	0.00	0.00	0.00
ENSG00000259929	ENST00000567304,ENST00000569048	496.50	316.28	0.00	0.00	0.00
ENSG00000259931	ENST00000566222	271.00	94.51	0.00	0.00	0.00
ENSG00000259932	ENST00000568314	623.00	442.73	0.00	0.00	0.00
ENSG00000259933	ENST00000563284,ENST00000570072	600.00	419.73	4.06	0.36	0.27
ENSG00000259934	ENST00000569753	217.00	48.47	0.00	0.00	0.00
ENSG00000259935	ENST00000566282	540.00	359.75	0.00	0.00	0.00
ENSG00000259937	ENST00000561632	1025.00	844.71	0.00	0.00	0.00
ENSG00000259939	ENST00000564919	409.00	228.90	35.77	5.85	4.40
ENSG00000259940	ENST00000567108	1686.00	1505.71	15.85	0.39	0.30
ENSG00000259941	ENST00000564401	2465.00	2284.71	0.00	0.00	0.00
ENSG00000259943	ENST00000567508	1541.00	1360.71	258.00	7.09	5.34
ENSG00000259944	ENST00000568256	767.00	586.72	0.00	0.00	0.00
ENSG00000259945	ENST00000563083	336.00	156.59	0.00	0.00	0.00
ENSG00000259946	ENST00000561881	1810.00	1629.71	0.00	0.00	0.00
ENSG00000259947	ENST00000570087	484.00	303.77	0.00	0.00	0.00
ENSG00000259948	ENST00000563131	678.00	497.72	82.46	6.20	4.67
ENSG00000259950	ENST00000565294	442.00	261.82	0.00	0.00	0.00
ENSG00000259952	ENST00000566537	547.00	366.75	1018.57	103.88	78.23
ENSG00000259953	ENST00000563249,ENST00000563434,ENST00000568421	2917.00	2736.71	3.00	0.04	0.03
ENSG00000259954	ENST00000563191	2615.00	2434.71	8.31	0.13	0.10
ENSG00000259955	ENST00000569456	510.00	329.76	0.00	0.00	0.00
ENSG00000259956	ENST00000563281	6641.00	6460.71	6612.84	38.28	28.83
ENSG00000259957	ENST00000569877	1851.00	1670.71	0.00	0.00	0.00
ENSG00000259959	ENST00000563286	4218.00	4037.71	12.00	0.11	0.08
ENSG00000259961	ENST00000563570	477.00	296.78	0.00	0.00	0.00
ENSG00000259962	ENST00000568878	395.00	214.96	0.00	0.00	0.00
ENSG00000259963	ENST00000567192	175.00	20.65	0.00	0.00	0.00
ENSG00000259964	ENST00000561571,ENST00000562634,ENST00000564562,ENST00000566268,ENST00000569258	834.00	653.78	0.00	0.00	0.00
ENSG00000259966	ENST00000562098,ENST00000562976,ENST00000566952	470.00	289.84	0.00	0.00	0.00
ENSG00000259967	ENST00000568836	556.00	375.74	0.00	0.00	0.00
ENSG00000259968	ENST00000565306	1075.00	894.71	0.00	0.00	0.00
ENSG00000259969	ENST00000563647	981.00	800.71	0.00	0.00	0.00
ENSG00000259970	ENST00000563780	423.00	242.86	0.00	0.00	0.00
ENSG00000259971	ENST00000564291	479.00	298.78	0.00	0.00	0.00
ENSG00000259972	ENST00000561921,ENST00000565313,ENST00000566411,ENST00000620711,ENST00000621548	566.76	386.51	69.10	6.69	5.04
ENSG00000259974	ENST00000420070,ENST00000564492,ENST00000609300	4912.00	4731.71	9.00	0.07	0.05
ENSG00000259976	ENST00000570269	1679.00	1498.71	47.00	1.17	0.88
ENSG00000259977	ENST00000567273	710.00	529.72	0.00	0.00	0.00
ENSG00000259978	ENST00000569196	235.00	62.88	0.00	0.00	0.00
ENSG00000259979	ENST00000565828	719.00	538.72	0.00	0.00	0.00
ENSG00000259981	ENST00000565564	444.00	263.82	0.00	0.00	0.00
ENSG00000259982	ENST00000564603	959.00	778.71	9.63	0.46	0.35
ENSG00000259983	ENST00000568326	409.00	228.90	0.00	0.00	0.00
ENSG00000259984	ENST00000570165	459.00	278.80	0.00	0.00	0.00
ENSG00000259985	ENST00000565978	1169.00	988.71	23.00	0.87	0.66
ENSG00000259986	ENST00000561498,ENST00000565495,ENST00000568634	359.00	179.74	0.00	0.00	0.00
ENSG00000259987	ENST00000566845	751.00	570.72	0.00	0.00	0.00
ENSG00000259989	ENST00000562040	472.00	291.78	0.00	0.00	0.00
ENSG00000259990	ENST00000568778	351.00	171.34	0.00	0.00	0.00
ENSG00000259992	ENST00000564489	798.00	617.71	0.00	0.00	0.00
ENSG00000259993	ENST00000569415	2548.00	2367.71	3.95	0.06	0.05
ENSG00000259994	ENST00000561542	3241.00	3060.71	9.00	0.11	0.08
ENSG00000259995	ENST00000567777	466.00	285.79	0.00	0.00	0.00
ENSG00000259996	ENST00000566335	367.00	187.15	0.00	0.00	0.00
ENSG00000259997	ENST00000566350	205.00	39.58	0.00	0.00	0.00
ENSG00000259998	ENST00000563140	2352.00	2171.71	0.00	0.00	0.00
ENSG00000259999	ENST00000568140	427.00	246.85	0.00	0.00	0.00
ENSG00000260000	ENST00000565695	1517.00	1336.71	23.00	0.64	0.48
ENSG00000260001	ENST00000564348,ENST00000565886,ENST00000566166	904.22	723.96	12.50	0.65	0.49
ENSG00000260003	ENST00000562361	600.00	419.73	0.00	0.00	0.00
ENSG00000260004	ENST00000568659	472.00	291.78	0.00	0.00	0.00
ENSG00000260005	ENST00000569559,ENST00000575922	4506.00	4325.71	66.56	0.58	0.43
ENSG00000260006	ENST00000568571	2666.00	2485.71	31.00	0.47	0.35
ENSG00000260007	ENST00000562767	718.00	537.72	70.21	4.88	3.68
ENSG00000260008	ENST00000566440	1957.00	1776.71	0.00	0.00	0.00
ENSG00000260009	ENST00000566054	518.00	337.76	0.00	0.00	0.00
ENSG00000260010	ENST00000562403	1939.00	1758.71	0.00	0.00	0.00
ENSG00000260011	ENST00000566971	360.00	180.22	0.00	0.00	0.00
ENSG00000260012	ENST00000562293	760.00	579.72	0.00	0.00	0.00
ENSG00000260014	ENST00000566307	306.00	127.45	0.00	0.00	0.00
ENSG00000260015	ENST00000568523	409.00	228.90	0.00	0.00	0.00
ENSG00000260017	ENST00000569096	361.00	181.21	0.00	0.00	0.00
ENSG00000260018	ENST00000565382	521.00	340.75	55.00	6.04	4.55
ENSG00000260019	ENST00000567574	1340.00	1159.71	0.00	0.00	0.00
ENSG00000260021	ENST00000564127	592.00	411.74	0.00	0.00	0.00
ENSG00000260022	ENST00000569106	530.00	349.75	0.00	0.00	0.00
ENSG00000260024	ENST00000566937	238.00	65.39	0.00	0.00	0.00
ENSG00000260025	ENST00000565283	366.00	186.16	11.00	2.21	1.66
ENSG00000260026	ENST00000563331	506.00	325.76	0.00	0.00	0.00
ENSG00000260027	ENST00000239165,ENST00000467314,ENST00000567101	1371.00	1190.71	739.00	23.21	17.48
ENSG00000260029	ENST00000569940	1146.00	965.71	0.00	0.00	0.00
ENSG00000260030	ENST00000566418	429.00	248.84	0.00	0.00	0.00
ENSG00000260031	ENST00000565265	298.00	119.79	0.00	0.00	0.00
ENSG00000260032	ENST00000565493	5339.00	5158.71	7965.00	57.75	43.49
ENSG00000260033	ENST00000564321	469.00	288.79	0.00	0.00	0.00
ENSG00000260034	ENST00000562280,ENST00000565214	3539.41	3359.12	4.00	0.04	0.03
ENSG00000260035	ENST00000563103	308.00	129.37	0.00	0.00	0.00
ENSG00000260036	ENST00000562625	723.00	542.72	0.00	0.00	0.00
ENSG00000260037	ENST00000561834,ENST00000562658,ENST00000563041	509.67	329.60	0.00	0.00	0.00
ENSG00000260038	ENST00000562409	358.00	178.25	0.00	0.00	0.00
ENSG00000260041	ENST00000562822,ENST00000564102	497.00	316.77	0.00	0.00	0.00
ENSG00000260042	ENST00000569986	981.00	800.71	0.00	0.00	0.00
ENSG00000260046	ENST00000566976	1625.00	1444.71	0.00	0.00	0.00
ENSG00000260047	ENST00000563143	358.00	178.25	0.00	0.00	0.00
ENSG00000260048	ENST00000568138	205.00	39.58	0.00	0.00	0.00
ENSG00000260049	ENST00000561912	341.00	161.49	0.00	0.00	0.00
ENSG00000260051	ENST00000563610	570.00	389.74	3.28	0.31	0.24
ENSG00000260052	ENST00000561876	539.00	358.75	3.00	0.31	0.24
ENSG00000260053	ENST00000566803	2184.00	2003.71	0.00	0.00	0.00
ENSG00000260057	ENST00000563603,ENST00000569993	624.00	443.77	0.00	0.00	0.00
ENSG00000260058	ENST00000564185	481.00	300.78	0.00	0.00	0.00
ENSG00000260059	ENST00000562796	2764.00	2583.71	1.00	0.01	0.01
ENSG00000260060	ENST00000565152	833.00	652.71	6.00	0.34	0.26
ENSG00000260062	ENST00000562660,ENST00000567230,ENST00000622941	1208.87	1028.60	7.00	0.25	0.19
ENSG00000260063	ENST00000569378	2000.00	1819.71	18.00	0.37	0.28
ENSG00000260064	ENST00000563684	829.00	648.71	1.00	0.06	0.04
ENSG00000260065	ENST00000564772	3054.00	2873.71	258.00	3.36	2.53
ENSG00000260066	ENST00000565428	3024.00	2843.71	9.00	0.12	0.09
ENSG00000260067	ENST00000570218	163.00	14.67	0.00	0.00	0.00
ENSG00000260068	ENST00000568135	242.00	68.78	0.00	0.00	0.00
ENSG00000260070	ENST00000561845	705.00	524.72	2.00	0.14	0.11
ENSG00000260071	ENST00000570038	796.00	615.71	0.00	0.00	0.00
ENSG00000260072	ENST00000566929	6510.00	6329.71	0.00	0.00	0.00
ENSG00000260073	ENST00000562945	2975.00	2794.71	180.00	2.41	1.81
ENSG00000260075	ENST00000570034	1471.00	1290.71	96.82	2.81	2.11
ENSG00000260077	ENST00000567540	1572.00	1391.71	31.00	0.83	0.63
ENSG00000260078	ENST00000565421,ENST00000565598	2505.00	2324.71	0.00	0.00	0.00
ENSG00000260081	ENST00000562749,ENST00000569906	559.10	378.85	83.00	8.19	6.17
ENSG00000260082	ENST00000568660	600.00	419.73	4.00	0.36	0.27
ENSG00000260083	ENST00000564901,ENST00000565573,ENST00000570025	1296.67	1116.39	34.40	1.15	0.87
ENSG00000260084	ENST00000569654	547.00	366.75	0.00	0.00	0.00
ENSG00000260086	ENST00000564212,ENST00000565072,ENST00000568150	772.64	592.35	8.00	0.51	0.38
ENSG00000260087	ENST00000565017	355.00	175.28	0.00	0.00	0.00
ENSG00000260088	ENST00000568695	736.00	555.72	0.00	0.00	0.00
ENSG00000260089	ENST00000569937	840.00	659.71	0.00	0.00	0.00
ENSG00000260090	ENST00000565538	3654.00	3473.71	0.00	0.00	0.00
ENSG00000260091	ENST00000567343	901.00	720.71	10.09	0.52	0.39
ENSG00000260092	ENST00000460606	2125.00	1944.71	5.14	0.10	0.07
ENSG00000260093	ENST00000562143	3770.00	3589.71	1.00	0.01	0.01
ENSG00000260094	ENST00000567258	1119.00	938.71	0.00	0.00	0.00
ENSG00000260095	ENST00000561653	397.00	216.95	2.00	0.34	0.26
ENSG00000260096	ENST00000565222	270.00	93.59	0.00	0.00	0.00
ENSG00000260097	ENST00000563237	1691.00	1510.71	18.05	0.45	0.34
ENSG00000260100	ENST00000569583	964.00	783.71	3.00	0.14	0.11
ENSG00000260101	ENST00000561559	1907.00	1726.71	1.00	0.02	0.02
ENSG00000260102	ENST00000561786	2829.00	2648.71	0.00	0.00	0.00
ENSG00000260103	ENST00000563287,ENST00000568772	3385.00	3204.71	32.44	0.38	0.29
ENSG00000260104	ENST00000565567	176.00	21.19	0.00	0.00	0.00
ENSG00000260105	ENST00000562301,ENST00000563852,ENST00000566825,ENST00000569586,ENST00000570207,ENST00000585538	1913.13	1732.84	6.82	0.15	0.11
ENSG00000260107	ENST00000567515	504.00	323.76	68.59	7.92	5.97
ENSG00000260108	ENST00000567834	2421.00	2240.71	0.00	0.00	0.00
ENSG00000260109	ENST00000568867	534.00	353.75	0.00	0.00	0.00
ENSG00000260111	ENST00000566960	590.00	409.74	0.00	0.00	0.00
ENSG00000260112	ENST00000567299	1192.00	1011.71	0.00	0.00	0.00
ENSG00000260113	ENST00000567049	203.00	38.17	0.00	0.00	0.00
ENSG00000260114	ENST00000567795	2272.00	2091.71	21.00	0.38	0.28
ENSG00000260115	ENST00000562349	714.00	533.72	0.00	0.00	0.00
ENSG00000260118	ENST00000561973	1432.00	1251.71	4.00	0.12	0.09
ENSG00000260120	ENST00000564513	1741.00	1560.71	0.00	0.00	0.00
ENSG00000260121	ENST00000564984	1845.00	1664.71	52.76	1.19	0.89
ENSG00000260122	ENST00000565518	896.00	715.71	0.00	0.00	0.00
ENSG00000260123	ENST00000565938	597.00	416.74	0.00	0.00	0.00
ENSG00000260125	ENST00000563472,ENST00000564487,ENST00000566878	995.00	814.73	0.00	0.00	0.00
ENSG00000260126	ENST00000567465	674.00	493.72	0.00	0.00	0.00
ENSG00000260128	ENST00000561753,ENST00000564187,ENST00000566793,ENST00000569682,ENST00000570221	573.00	392.74	4.54	0.43	0.33
ENSG00000260131	ENST00000569603	412.00	231.89	0.00	0.00	0.00
ENSG00000260132	ENST00000568554	379.00	199.05	0.00	0.00	0.00
ENSG00000260133	ENST00000568175	576.00	395.74	0.00	0.00	0.00
ENSG00000260134	ENST00000568105	661.00	480.73	0.00	0.00	0.00
ENSG00000260135	ENST00000565307,ENST00000569037,ENST00000620495	590.33	410.07	0.00	0.00	0.00
ENSG00000260136	ENST00000562842,ENST00000565747,ENST00000570080	615.09	434.84	208.51	17.94	13.51
ENSG00000260137	ENST00000564417	358.00	178.25	0.00	0.00	0.00
ENSG00000260139	ENST00000565545,ENST00000567704	2729.00	2548.72	0.00	0.00	0.00
ENSG00000260141	ENST00000561541,ENST00000564165	719.96	539.68	13.11	0.91	0.68
ENSG00000260142	ENST00000569293	1028.00	847.71	0.00	0.00	0.00
ENSG00000260144	ENST00000563214	1194.00	1013.71	0.00	0.00	0.00
ENSG00000260145	ENST00000562970	672.00	491.72	0.00	0.00	0.00
ENSG00000260146	ENST00000566896	354.00	174.30	0.00	0.00	0.00
ENSG00000260147	ENST00000568888	325.00	145.84	0.00	0.00	0.00
ENSG00000260148	ENST00000565829	472.00	291.78	0.00	0.00	0.00
ENSG00000260151	ENST00000568270	1395.00	1214.71	0.00	0.00	0.00
ENSG00000260152	ENST00000565381	608.00	427.73	1.00	0.09	0.07
ENSG00000260153	ENST00000564312	460.00	279.80	0.00	0.00	0.00
ENSG00000260156	ENST00000567186	551.00	370.74	0.00	0.00	0.00
ENSG00000260157	ENST00000562547,ENST00000618784	409.19	230.36	117.00	19.00	14.31
ENSG00000260158	ENST00000569859	601.00	420.73	5.03	0.45	0.34
ENSG00000260159	ENST00000564639	760.00	579.72	0.00	0.00	0.00
ENSG00000260160	ENST00000569091	675.00	494.72	1.00	0.08	0.06
ENSG00000260161	ENST00000566728	1132.00	951.71	0.00	0.00	0.00
ENSG00000260162	ENST00000563521	608.00	427.73	0.00	0.00	0.00
ENSG00000260163	ENST00000564121	4476.00	4295.71	1.25	0.01	0.01
ENSG00000260165	ENST00000569468	176.00	21.19	0.00	0.00	0.00
ENSG00000260166	ENST00000566155	213.00	45.44	0.00	0.00	0.00
ENSG00000260167	ENST00000563540	482.00	301.78	3.00	0.37	0.28
ENSG00000260170	ENST00000564080	1060.00	879.71	0.00	0.00	0.00
ENSG00000260171	ENST00000561915	1105.00	924.71	0.00	0.00	0.00
ENSG00000260172	ENST00000564843	772.00	591.72	1.00	0.06	0.05
ENSG00000260173	ENST00000568984	393.00	212.97	0.00	0.00	0.00
ENSG00000260174	ENST00000569699	673.00	492.72	1.00	0.08	0.06
ENSG00000260176	ENST00000565111	572.00	391.74	0.00	0.00	0.00
ENSG00000260177	ENST00000561567	756.00	575.72	0.00	0.00	0.00
ENSG00000260179	ENST00000565563	1558.00	1377.71	3.00	0.08	0.06
ENSG00000260182	ENST00000566997	249.00	74.81	0.00	0.00	0.00
ENSG00000260183	ENST00000568275	534.00	353.75	0.00	0.00	0.00
ENSG00000260184	ENST00000569247	97.00	0.00	0.00	0.00	0.00
ENSG00000260185	ENST00000567077	406.00	225.91	0.00	0.00	0.00
ENSG00000260186	ENST00000561906,ENST00000562322,ENST00000567448	704.00	523.73	0.00	0.00	0.00
ENSG00000260187	ENST00000564851	493.00	312.77	0.00	0.00	0.00
ENSG00000260188	ENST00000569685	1530.00	1349.71	0.00	0.00	0.00
ENSG00000260190	ENST00000569497	820.00	639.71	24.00	1.40	1.06
ENSG00000260192	ENST00000564199	1336.00	1155.71	0.00	0.00	0.00
ENSG00000260193	ENST00000563018,ENST00000566567	1274.00	1093.71	29.00	0.99	0.75
ENSG00000260194	ENST00000565641	739.00	558.72	0.00	0.00	0.00
ENSG00000260196	ENST00000568280	2883.00	2702.71	38.00	0.53	0.40
ENSG00000260197	ENST00000566193	2666.00	2485.71	0.00	0.00	0.00
ENSG00000260198	ENST00000564074	1777.00	1596.71	2.00	0.05	0.04
ENSG00000260201	ENST00000562852,ENST00000565300	630.00	449.75	0.00	0.00	0.00
ENSG00000260202	ENST00000564051,ENST00000619495	1352.50	1172.23	0.00	0.00	0.00
ENSG00000260205	ENST00000564681	3095.00	2914.71	2.00	0.03	0.02
ENSG00000260206	ENST00000564683	572.00	391.74	0.00	0.00	0.00
ENSG00000260207	ENST00000566374	394.00	213.96	0.00	0.00	0.00
ENSG00000260209	ENST00000564354,ENST00000569238	1080.00	899.71	2.00	0.08	0.06
ENSG00000260211	ENST00000568218	2529.00	2348.71	2.05	0.03	0.02
ENSG00000260212	ENST00000568952	465.00	284.79	0.00	0.00	0.00
ENSG00000260213	ENST00000561808,ENST00000562315,ENST00000566390	556.00	375.74	1.00	0.10	0.07
ENSG00000260217	ENST00000562617	2109.00	1928.71	0.00	0.00	0.00
ENSG00000260218	ENST00000568304	277.00	100.04	0.00	0.00	0.00
ENSG00000260219	ENST00000563252	992.00	811.71	42.00	1.94	1.46
ENSG00000260220	ENST00000563590,ENST00000565954,ENST00000569961,ENST00000624277	3105.25	2924.96	0.00	0.00	0.00
ENSG00000260223	ENST00000563923,ENST00000564561	540.50	360.25	0.00	0.00	0.00
ENSG00000260224	ENST00000562584	236.00	63.71	0.00	0.00	0.00
ENSG00000260228	ENST00000561599,ENST00000565064,ENST00000565714,ENST00000567342	332.00	152.67	1.00	0.24	0.18
ENSG00000260229	ENST00000567149	497.00	316.77	1.00	0.12	0.09
ENSG00000260230	ENST00000561981	8197.00	8016.71	4.00	0.02	0.01
ENSG00000260231	ENST00000566699	2380.00	2199.71	108.00	1.84	1.38
ENSG00000260232	ENST00000563016	420.00	239.87	0.00	0.00	0.00
ENSG00000260233	ENST00000567594,ENST00000623234	903.94	723.67	46.00	2.38	1.79
ENSG00000260234	ENST00000562308,ENST00000565169,ENST00000569170	792.33	612.07	0.00	0.00	0.00
ENSG00000260235	ENST00000566036	560.00	379.74	3.10	0.30	0.23
ENSG00000260236	ENST00000568593	1911.00	1730.71	50.00	1.08	0.81
ENSG00000260237	ENST00000565531	531.00	350.75	0.00	0.00	0.00
ENSG00000260238	ENST00000320139,ENST00000368276,ENST00000490491,ENST00000567140	954.46	774.17	104.92	5.07	3.82
ENSG00000260239	ENST00000563079	2272.00	2091.71	0.00	0.00	0.00
ENSG00000260240	ENST00000564533,ENST00000564761,ENST00000565921	512.00	331.79	0.00	0.00	0.00
ENSG00000260242	ENST00000563866	691.00	510.72	0.00	0.00	0.00
ENSG00000260244	ENST00000569449	2615.00	2434.71	0.00	0.00	0.00
ENSG00000260246	ENST00000562538	491.00	310.77	0.00	0.00	0.00
ENSG00000260247	ENST00000566062	339.00	159.53	0.00	0.00	0.00
ENSG00000260249	ENST00000570167,ENST00000570241	1109.00	928.71	1.00	0.04	0.03
ENSG00000260251	ENST00000568014	733.00	552.72	0.00	0.00	0.00
ENSG00000260252	ENST00000561827	369.00	189.13	0.00	0.00	0.00
ENSG00000260253	ENST00000567818	751.00	570.72	0.00	0.00	0.00
ENSG00000260254	ENST00000564619	8400.00	8219.71	0.00	0.00	0.00
ENSG00000260255	ENST00000564266	1094.00	913.71	0.00	0.00	0.00
ENSG00000260256	ENST00000568332	529.00	348.75	0.00	0.00	0.00
ENSG00000260257	ENST00000569087	2131.00	1950.71	16.00	0.31	0.23
ENSG00000260258	ENST00000569208,ENST00000602826	867.00	686.71	2.00	0.11	0.08
ENSG00000260259	ENST00000567544	721.00	540.72	4.00	0.28	0.21
ENSG00000260260	ENST00000563192	342.00	162.48	1551.00	357.04	268.87
ENSG00000260261	ENST00000570130	3508.00	3327.71	51.45	0.58	0.44
ENSG00000260262	ENST00000568585	713.00	532.72	1.00	0.07	0.05
ENSG00000260264	ENST00000567127,ENST00000567624	480.00	299.78	0.00	0.00	0.00
ENSG00000260265	ENST00000561705,ENST00000562355,ENST00000563602,ENST00000567197	531.50	351.43	0.00	0.00	0.00
ENSG00000260266	ENST00000562009,ENST00000564109,ENST00000569235	1580.67	1400.40	0.00	0.00	0.00
ENSG00000260267	ENST00000564629	3026.00	2845.71	90.29	1.19	0.89
ENSG00000260268	ENST00000561513,ENST00000565742	1602.00	1421.71	0.00	0.00	0.00
ENSG00000260269	ENST00000565138,ENST00000566032,ENST00000567875,ENST00000568707	617.51	437.24	93.88	8.03	6.05
ENSG00000260271	ENST00000569865	1431.00	1250.71	0.00	0.00	0.00
ENSG00000260272	ENST00000564543	1944.00	1763.71	42.96	0.91	0.69
ENSG00000260273	ENST00000563105	872.00	691.71	6.00	0.32	0.24
ENSG00000260274	ENST00000563278	1430.00	1249.71	44.38	1.33	1.00
ENSG00000260275	ENST00000564874	310.00	131.30	0.00	0.00	0.00
ENSG00000260276	ENST00000565934,ENST00000613908	2207.44	2027.15	411.69	7.60	5.72
ENSG00000260277	ENST00000568354,ENST00000568410,ENST00000568603	385.00	205.01	5.93	1.08	0.81
ENSG00000260278	ENST00000564925	2320.00	2139.71	0.00	0.00	0.00
ENSG00000260279	ENST00000563087,ENST00000564394	410.00	229.90	2.00	0.33	0.25
ENSG00000260280	ENST00000344620,ENST00000395400,ENST00000564950	2400.18	2219.89	134.02	2.26	1.70
ENSG00000260281	ENST00000564705,ENST00000565694	477.50	297.28	0.00	0.00	0.00
ENSG00000260282	ENST00000563883	333.00	153.65	0.00	0.00	0.00
ENSG00000260284	ENST00000561760	610.00	429.73	0.00	0.00	0.00
ENSG00000260285	ENST00000568177	4063.00	3882.71	68.00	0.66	0.49
ENSG00000260286	ENST00000565469,ENST00000623403	817.00	636.71	0.00	0.00	0.00
ENSG00000260287	ENST00000569055,ENST00000622630	1982.00	1801.71	0.00	0.00	0.00
ENSG00000260288	ENST00000565686,ENST00000569596,ENST00000623240	914.67	734.40	0.00	0.00	0.00
ENSG00000260289	ENST00000567103	445.00	264.82	1.00	0.14	0.11
ENSG00000260290	ENST00000566277	1402.00	1221.71	19.21	0.59	0.44
ENSG00000260291	ENST00000567870	615.00	434.73	0.00	0.00	0.00
ENSG00000260293	ENST00000561847	5616.00	5435.71	36.00	0.25	0.19
ENSG00000260296	ENST00000567102	1157.00	976.71	0.00	0.00	0.00
ENSG00000260298	ENST00000564713	1082.00	901.71	0.00	0.00	0.00
ENSG00000260300	ENST00000561562,ENST00000563248,ENST00000563312,ENST00000566309,ENST00000566667	741.73	561.49	9.93	0.66	0.50
ENSG00000260302	ENST00000563722	1273.00	1092.71	58.00	1.99	1.50
ENSG00000260303	ENST00000570186	4159.00	3978.71	0.00	0.00	0.00
ENSG00000260304	ENST00000564743	463.00	282.79	0.00	0.00	0.00
ENSG00000260305	ENST00000569588	2663.00	2482.71	1.00	0.02	0.01
ENSG00000260306	ENST00000567370	1665.00	1484.71	0.00	0.00	0.00
ENSG00000260307	ENST00000565427	1685.00	1504.71	0.00	0.00	0.00
ENSG00000260308	ENST00000563187	214.00	46.19	1.00	0.81	0.61
ENSG00000260310	ENST00000566325	435.00	254.83	0.00	0.00	0.00
ENSG00000260311	ENST00000570084,ENST00000570183	1415.50	1235.28	0.00	0.00	0.00
ENSG00000260312	ENST00000563019	346.00	166.41	0.00	0.00	0.00
ENSG00000260314	ENST00000569591	5198.00	5017.71	0.00	0.00	0.00
ENSG00000260316	ENST00000564460	4728.00	4547.71	2.00	0.02	0.01
ENSG00000260317	ENST00000569134	1805.00	1624.71	1.00	0.02	0.02
ENSG00000260318	ENST00000564972	215.00	46.95	0.00	0.00	0.00
ENSG00000260322	ENST00000567886	1976.00	1795.71	0.00	0.00	0.00
ENSG00000260325	ENST00000565659	1922.00	1741.71	3.00	0.06	0.05
ENSG00000260326	ENST00000562636	823.00	642.71	0.00	0.00	0.00
ENSG00000260327	ENST00000565577	979.00	798.71	0.00	0.00	0.00
ENSG00000260328	ENST00000562897	3077.00	2896.71	174.00	2.25	1.69
ENSG00000260329	ENST00000570282	1469.00	1288.71	27.00	0.78	0.59
ENSG00000260331	ENST00000565944	819.00	638.71	0.00	0.00	0.00
ENSG00000260332	ENST00000569391	485.00	304.77	0.00	0.00	0.00
ENSG00000260335	ENST00000569081	152.00	10.11	5.14	19.02	14.33
ENSG00000260336	ENST00000564977	3921.00	3740.71	156.00	1.56	1.17
